reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_224_NEC_CA1_1,224_NEC_CA1,"Audley","https://www.newcastle-staffs.gov.uk/downloads/download/104/audley-conservation-area","https://www.newcastle-staffs.gov.uk/downloads/file/241/audley-appraisal",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001226
D_224_NEC_CA1_2,224_NEC_CA1,"Audley","https://www.newcastle-staffs.gov.uk/downloads/download/104/audley-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/242/audley-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001226
D_224_NEC_CA2_1,224_NEC_CA2,"Basford","https://www.newcastle-staffs.gov.uk/downloads/download/105/basford-conservation-area","https://www.newcastle-staffs.gov.uk/downloads/file/244/basford-appraisal",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001115
D_224_NEC_CA2_2,224_NEC_CA2,"Basford","https://www.newcastle-staffs.gov.uk/downloads/download/105/basford-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/245/basford-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001115
D_224_NEC_CA3_1,224_NEC_CA3,"Betley","https://www.newcastle-staffs.gov.uk/downloads/download/106/betley-conservation-area","https://www.newcastle-staffs.gov.uk/downloads/file/248/betley-appraisal",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44004006
D_224_NEC_CA3_2,224_NEC_CA3,"Betley","https://www.newcastle-staffs.gov.uk/downloads/download/106/betley-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/249/betley-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44004006
D_224_NEC_CA4_1,224_NEC_CA4,"The Brampton","https://www.newcastle-staffs.gov.uk/downloads/download/107/brampton-conservation-area","No appraisal document",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44006517
D_224_NEC_CA4_2,224_NEC_CA4,"The Brampton","https://www.newcastle-staffs.gov.uk/downloads/download/107/brampton-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/254/brampton-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44006517
D_224_NEC_CA5_1,224_NEC_CA5,"Butterton","https://www.newcastle-staffs.gov.uk/downloads/download/108/butterton-conservation-area","https://www.newcastle-staffs.gov.uk/downloads/file/257/butterton-appraisal",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001119
D_224_NEC_CA5_2,224_NEC_CA5,"Butterton","https://www.newcastle-staffs.gov.uk/downloads/download/108/butterton-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/258/butterton-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001119
D_224_NEC_CA6_1,224_NEC_CA6,"Clayton","https://www.newcastle-staffs.gov.uk/downloads/download/109/clayton-conservation-area","No appraisal document",area-appraisal,"",local-authority:NEC,,,,44001111
D_224_NEC_CA6_2,224_NEC_CA6,"Clayton","https://www.newcastle-staffs.gov.uk/downloads/download/109/clayton-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/261/clayton-area-map,area-map,"",local-authority:NEC,,,,44001111
D_224_NEC_CA7_1,224_NEC_CA7,"Keele","https://www.newcastle-staffs.gov.uk/downloads/download/110/keele-conservation-area","https://www.newcastle-staffs.gov.uk/downloads/file/263/keele-appraisal",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001227
D_224_NEC_CA7_2,224_NEC_CA7,"Keele","https://www.newcastle-staffs.gov.uk/downloads/download/110/keele-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/264/keele-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001227
D_224_NEC_CA8_1,224_NEC_CA8,"Keele Hall","https://www.newcastle-staffs.gov.uk/downloads/download/111/keele-hall-conservation-area","No appraisal document",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001117
D_224_NEC_CA8_2,224_NEC_CA8,"Keele Hall","https://www.newcastle-staffs.gov.uk/downloads/download/111/keele-hall-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/267/keele-hall-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001117
D_224_NEC_CA9_1,224_NEC_CA9,"Kidsgrove","https://www.newcastle-staffs.gov.uk/downloads/download/112/kidsgrove-conservation-area","No appraisal document",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001112
D_224_NEC_CA9_2,224_NEC_CA9,"Kidsgrove","https://www.newcastle-staffs.gov.uk/downloads/download/112/kidsgrove-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/269/kidsgrove-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001112
D_224_NEC_CA10_1,224_NEC_CA10,"Madeley","https://www.newcastle-staffs.gov.uk/downloads/download/113/madeley-conservation-area","https://www.newcastle-staffs.gov.uk/downloads/file/271/madeley-appraisal",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001224
D_224_NEC_CA10_2,224_NEC_CA10,"Madeley","https://www.newcastle-staffs.gov.uk/downloads/download/113/madeley-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/272/madeley-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001224
D_224_NEC_CA11_1,224_NEC_CA11,"Maer","https://www.newcastle-staffs.gov.uk/downloads/download/114/maer-conservation-area","https://www.newcastle-staffs.gov.uk/downloads/file/273/maer-appraisal",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001225
D_224_NEC_CA11_2,224_NEC_CA11,"Maer","https://www.newcastle-staffs.gov.uk/downloads/download/114/maer-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/274/maer-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001225
D_224_NEC_CA12_1,224_NEC_CA12,"Mucklestone","https://www.newcastle-staffs.gov.uk/downloads/download/115/mucklestone-conservation-area","No appraisal document",area-appraisal,"",local-authority:NEC,,,,44001118
D_224_NEC_CA12_2,224_NEC_CA12,"Mucklestone","https://www.newcastle-staffs.gov.uk/downloads/download/115/mucklestone-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/278/mucklestone-area-map,area-map,"",local-authority:NEC,,,,44001118
D_224_NEC_CA13_1,224_NEC_CA13,"Newcastle Town Centre","https://www.newcastle-staffs.gov.uk/downloads/download/116/newcastle-town-centre-conservation-area","https://www.newcastle-staffs.gov.uk/downloads/file/279/newcastle-town-centre-appraisal",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44004005
D_224_NEC_CA13_2,224_NEC_CA13,"Newcastle Town Centre","https://www.newcastle-staffs.gov.uk/downloads/download/116/newcastle-town-centre-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/280/newcastle-town-centre-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44004005
D_224_NEC_CA14_1,224_NEC_CA14,"Shropshire Union Canal","https://www.newcastle-staffs.gov.uk/downloads/download/117/shropshire-union-canal-conservation-area","No appraisal document",area-appraisal,"",local-authority:NEC,,,,44001223
D_224_NEC_CA14_2,224_NEC_CA14,"Shropshire Union Canal","https://www.newcastle-staffs.gov.uk/downloads/download/117/shropshire-union-canal-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/287/shropshire-union-canal-area-map,area-map,"",local-authority:NEC,,,,44001223
D_224_NEC_CA15_1,224_NEC_CA15,"Silverdale","https://www.newcastle-staffs.gov.uk/downloads/download/118/silverdale-conservation-area","No appraisal document",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001113
D_224_NEC_CA15_2,224_NEC_CA15,"Silverdale","https://www.newcastle-staffs.gov.uk/downloads/download/118/silverdale-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/288/silverdale-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001113
D_224_NEC_CA16_1,224_NEC_CA16,"Stubbs Walk","https://www.newcastle-staffs.gov.uk/downloads/download/119/stubbs-walk-conservation-area","https://www.newcastle-staffs.gov.uk/downloads/file/290/stubbs-walk-appraisal",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001114
D_224_NEC_CA16_2,224_NEC_CA16,"Stubbs Walk","https://www.newcastle-staffs.gov.uk/downloads/download/119/stubbs-walk-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/292/stubbs-walks-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001114
D_224_NEC_CA17_1,224_NEC_CA17,"Talke","https://www.newcastle-staffs.gov.uk/downloads/download/120/talke-conservation-area","No appraisal document",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001110
D_224_NEC_CA17_2,224_NEC_CA17,"Talke","https://www.newcastle-staffs.gov.uk/downloads/download/120/talke-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/293/talke-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001110
D_224_NEC_CA18_1,224_NEC_CA18,"Trent and Mersey Canal (Hardingswood)","https://www.newcastle-staffs.gov.uk/downloads/download/121/trent-and-mersey-canal-hardingswood-conservation-area","No appraisal document",area-appraisal,"",local-authority:NEC,,,,44001116
D_224_NEC_CA18_2,224_NEC_CA18,"Trent and Mersey Canal (Hardingswood)","https://www.newcastle-staffs.gov.uk/downloads/download/121/trent-and-mersey-canal-hardingswood-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/295/trent-and-mersey-canal-hardingswood-area-map,area-map,"",local-authority:NEC,,,,44001116
D_224_NEC_CA19_1,224_NEC_CA19,"Watlands Park","https://www.newcastle-staffs.gov.uk/downloads/download/122/watlands-park-conservation-area","No appraisal document",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44006518
D_224_NEC_CA19_2,224_NEC_CA19,"Watlands Park","https://www.newcastle-staffs.gov.uk/downloads/download/122/watlands-park-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/296/watlands-park-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44006518
D_224_NEC_CA20_1,224_NEC_CA20,"Whitmore","https://www.newcastle-staffs.gov.uk/downloads/download/123/whitmore-conservation-area","No appraisal document",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44001228
D_224_NEC_CA20_2,224_NEC_CA20,"Whitmore","https://www.newcastle-staffs.gov.uk/downloads/download/123/whitmore-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/299/whitmore-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44001228
D_224_NEC_CA21_1,224_NEC_CA21,"Wolstanton","https://www.newcastle-staffs.gov.uk/downloads/download/124/wolstanton-conservation-area","No appraisal document",area-appraisal,"Extra documents are available. ",local-authority:NEC,,,,44004004
D_224_NEC_CA21_2,224_NEC_CA21,"Wolstanton","https://www.newcastle-staffs.gov.uk/downloads/download/124/wolstanton-conservation-area",https://www.newcastle-staffs.gov.uk/downloads/file/301/wolstanton-area-map,area-map,"Extra documents are available. ",local-authority:NEC,,,,44004004
