reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_223_NEA_CA11_2,223_NEA_CA11,"Caunton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Caunton.pdf,area-map,"",local-authority:NEA,,,,44001440
D_223_NEA_CA12_1,223_NEA_CA12,"Coddington","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44004681
D_223_NEA_CA12_2,223_NEA_CA12,"Coddington","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Coddington.pdf,area-map,"",local-authority:NEA,,,,44004681
D_223_NEA_CA13_1,223_NEA_CA13,"Collingham","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Collingham-CA-Appraisal-Full-Version.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001437
D_223_NEA_CA13_2,223_NEA_CA13,"Collingham","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Collingham.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001437
D_223_NEA_CA14_1,223_NEA_CA14,"Eakring","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Eakring-Conservation-Area-Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001426
D_223_NEA_CA14_2,223_NEA_CA14,"Eakring","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Eakring-Con-Area.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001426
D_223_NEA_CA15_1,223_NEA_CA15,"East Stoke","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001430
D_223_NEA_CA15_2,223_NEA_CA15,"East Stoke","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/East-Stoke.pdf,area-map,"",local-authority:NEA,,,,44001430
D_223_NEA_CA16_1,223_NEA_CA16,"Edwinstowe","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/20191126EdwinstoweCAAppraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001432
D_223_NEA_CA16_2,223_NEA_CA16,"Edwinstowe","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/2019EdwinstoweCAboundaryMap.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001432
D_223_NEA_CA17_1,223_NEA_CA17,"Egmanton","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Egmanton-Conservation-Area-Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001436
D_223_NEA_CA17_2,223_NEA_CA17,"Egmanton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Egmanton.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001436
D_223_NEA_CA18_1,223_NEA_CA18,"Elston","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001457
D_223_NEA_CA18_2,223_NEA_CA18,"Elston","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Elston.pdf,area-map,"",local-authority:NEA,,,,44001457
D_223_NEA_CA19_1,223_NEA_CA19,"Epperstone","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-area-appraisals/Epperstone-CA-Appraisal-Text-Only.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001443
D_223_NEA_CA19_2,223_NEA_CA19,"Epperstone","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Eppertone.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001443
D_223_NEA_CA20_1,223_NEA_CA20,"Farndon","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001435
D_223_NEA_CA20_2,223_NEA_CA20,"Farndon","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Farndon.pdf,area-map,"",local-authority:NEA,,,,44001435
D_223_NEA_CA21_1,223_NEA_CA21,"Farnsfield","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-area-appraisals/Farnsfield-CA-Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001452
D_223_NEA_CA21_2,223_NEA_CA21,"Farnsfield","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Farnsfield.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001452
D_223_NEA_CA22_1,223_NEA_CA22,"Fiskerton","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Fiskerton-CA-Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001461
D_223_NEA_CA22_2,223_NEA_CA22,"Fiskerton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Fiskerton.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001461
D_223_NEA_CA23_1,223_NEA_CA23,"Girton","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Girton-CA-Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001469
D_223_NEA_CA23_2,223_NEA_CA23,"Girton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Girton.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001469
D_223_NEA_CA24_1,223_NEA_CA24,"Halloughton","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001462
D_223_NEA_CA24_2,223_NEA_CA24,"Halloughton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Halloughton-CA---December-1972.pdf,area-map,"",local-authority:NEA,,,,44001462
D_223_NEA_CA25_1,223_NEA_CA25,"Hoveringham","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001441
D_223_NEA_CA25_2,223_NEA_CA25,"Hoveringham","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Hoveringham.pdf,area-map,"",local-authority:NEA,,,,44001441
D_223_NEA_CA26_1,223_NEA_CA26,"Kelham","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001456
D_223_NEA_CA26_2,223_NEA_CA26,"Kelham","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Kelham.pdf,area-map,"",local-authority:NEA,,,,44001456
D_223_NEA_CA27_1,223_NEA_CA27,"Kersall","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001448
D_223_NEA_CA27_2,223_NEA_CA27,"Kersall","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Kersall.pdf,area-map,"",local-authority:NEA,,,,44001448
D_223_NEA_CA28_1,223_NEA_CA28,"Kirklington","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001459
D_223_NEA_CA28_2,223_NEA_CA28,"Kirklington","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Kirklington.pdf,area-map,"",local-authority:NEA,,,,44001459
D_223_NEA_CA29_1,223_NEA_CA29,"Kirton","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001453
D_223_NEA_CA29_2,223_NEA_CA29,"Kirton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Kirton.pdf,area-map,"",local-authority:NEA,,,,44001453
D_223_NEA_CA30_1,223_NEA_CA30,"Kneesall","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001431
D_223_NEA_CA30_2,223_NEA_CA30,"Kneesall","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Kneesall.pdf,area-map,"",local-authority:NEA,,,,44001431
D_223_NEA_CA31_1,223_NEA_CA31,"Laxton","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001447
D_223_NEA_CA31_2,223_NEA_CA31,"Laxton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Laxton-Conservation-Area-Boundary---2022.pdf,area-map,"",local-authority:NEA,,,,44001447
D_223_NEA_CA32_1,223_NEA_CA32,"Lowdham","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001434
D_223_NEA_CA32_2,223_NEA_CA32,"Lowdham","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Lowdham.pdf,area-map,"",local-authority:NEA,,,,44001434
D_223_NEA_CA33_1,223_NEA_CA33,"Maplebeck","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001458
D_223_NEA_CA33_2,223_NEA_CA33,"Maplebeck","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Maplebeck.pdf,area-map,"",local-authority:NEA,,,,44001458
D_223_NEA_CA34_1,223_NEA_CA34,"Morton","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Morton-CA-Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001442
D_223_NEA_CA34_2,223_NEA_CA34,"Morton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Morton.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001442
D_223_NEA_CA35_1,223_NEA_CA35,"Newark","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001465
D_223_NEA_CA35_2,223_NEA_CA35,"Newark","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Newark-2022.pdf,area-map,"",local-authority:NEA,,,,44001465
D_223_NEA_CA36_1,223_NEA_CA36,"Norwell","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44006020
D_223_NEA_CA36_2,223_NEA_CA36,"Norwell","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Norwell.pdf,area-map,"",local-authority:NEA,,,,44006020
D_223_NEA_CA37_1,223_NEA_CA37,"Ollerton","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/conservation-area-appraisals/Ollerton-Conservation-Area-Appraisal-(March-2022)---FINAL-v2.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001450
D_223_NEA_CA37_2,223_NEA_CA37,"Ollerton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Ollerton-Conservation-Area-Boundary---2022.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001450
D_223_NEA_CA38_1,223_NEA_CA38,"Oxton","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001455
D_223_NEA_CA38_2,223_NEA_CA38,"Oxton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Oxton.pdf,area-map,"",local-authority:NEA,,,,44001455
D_223_NEA_CA39_1,223_NEA_CA39,"Southwell","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Southwell-CA-Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001470
D_223_NEA_CA39_2,223_NEA_CA39,"Southwell","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Southwell.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001470
D_223_NEA_CA40_1,223_NEA_CA40,"South Clifton","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001428
D_223_NEA_CA40_2,223_NEA_CA40,"South Clifton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/South-Clifton.pdf,area-map,"",local-authority:NEA,,,,44001428
D_223_NEA_CA41_1,223_NEA_CA41,"South Scarle","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001451
D_223_NEA_CA41_2,223_NEA_CA41,"South Scarle","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/South-Scarle.pdf,area-map,"",local-authority:NEA,,,,44001451
D_223_NEA_CA42_1,223_NEA_CA42,"Sutton on Trent","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001463
D_223_NEA_CA42_2,223_NEA_CA42,"Sutton on Trent","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Sutton-on-Trent.pdf,area-map,"",local-authority:NEA,,,,44001463
D_223_NEA_CA43_1,223_NEA_CA43,"Thurgarton","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Thurgarton-Adopted-CA-Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001467
D_223_NEA_CA43_2,223_NEA_CA43,"Thurgarton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Thurgarton.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001467
D_223_NEA_CA44_1,223_NEA_CA44,"Upton","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-area-appraisals/Upton-CA-Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001449
D_223_NEA_CA44_2,223_NEA_CA44,"Upton","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Upton.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001449
D_223_NEA_CA45_1,223_NEA_CA45,"Walesby","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001438
D_223_NEA_CA45_2,223_NEA_CA45,"Walesby","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Walesby.pdf,area-map,"",local-authority:NEA,,,,44001438
D_223_NEA_CA46_1,223_NEA_CA46,"Wellow","https://www.newark-sherwooddc.gov.uk/conservationareas/","No appraisal document",area-appraisal,"",local-authority:NEA,,,,44001464
D_223_NEA_CA46_2,223_NEA_CA46,"Wellow","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Wellow.pdf,area-map,"",local-authority:NEA,,,,44001464
D_223_NEA_CA47_1,223_NEA_CA47,"Winthorpe","https://www.newark-sherwooddc.gov.uk/conservationareas/","https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Winthorpe-1.pdf",area-appraisal,"Extra documents are available. ",local-authority:NEA,,,,44001466
D_223_NEA_CA47_2,223_NEA_CA47,"Winthorpe","https://www.newark-sherwooddc.gov.uk/conservationareas/",https://www.newark-sherwooddc.gov.uk/media/nsdc-redesign/documents-and-images/your-council/planning-services/heritage-and-tree-conservation/conservation-areas/Winthorpe.pdf,area-map,"Extra documents are available. ",local-authority:NEA,,,,44001466
