reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
160_HAS_CA1,"Old Town",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/1_-_Old_Town_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area01/",,,"Extra documents are available. ",local-authority:HAS,,,,44001216
160_HAS_CA2,"Burtons' St Leonards",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/2_-_Burtons'_St_Leonards.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area02/",,,"Extra documents are available. ",local-authority:HAS,,,,44004199
160_HAS_CA3,"Blacklands",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/3_-_Blacklands_Conservation_Area_-_original_1973.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area03/",,,"Extra documents are available. ",local-authority:HAS,,,,44001220
160_HAS_CA4,"St Leonards West",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/Designation_of_St_Leonards_areas_1976_-_plan.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area04/",,,"Extra documents are available. ",local-authority:HAS,,,,44004198
160_HAS_CA5,"St Leonards East",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/Designation_of_St_Leonards_areas_1976_-_plan.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area05/",,,"Extra documents are available. ",local-authority:HAS,,,,44004197
160_HAS_CA6,"St Leonards North",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/Designation_of_St_Leonards_areas_1976_-_plan.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area06/",,,"Extra documents are available. ",local-authority:HAS,,,,44001211
160_HAS_CA7,"Warrior Square",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/Designation_of_St_Leonards_areas_1976_-_plan.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area07/",,,"Extra documents are available. ",local-authority:HAS,,,,44001213
160_HAS_CA8,"White Rock",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/8_-_White_Rock_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area08/",,,"Extra documents are available. ",local-authority:HAS,,,,44001209
160_HAS_CA9,"Cornwallis Gardens",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/9_-_Cornwallis_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area09/",,,"Extra documents are available. ",local-authority:HAS,,,,44001210
160_HAS_CA10,"Grosvenor Gardens",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/10_-_Grosvenor_Gardens_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area10/",,,"Extra documents are available. ",local-authority:HAS,,,,44001218
160_HAS_CA11,"Magdalen Road",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/11_-_Magdalen_Road_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area11/",,,"Extra documents are available. ",local-authority:HAS,,,,44001214
160_HAS_CA12,"Eversfield Place",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/12_-_Eversfield_Place_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area12/",,,"Extra documents are available. ",local-authority:HAS,,,,44001212
160_HAS_CA13,"Markwick Terrace",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/13_-_Markwick_Terrace_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area13/",,,"Extra documents are available. ",local-authority:HAS,,,,44004196
160_HAS_CA14,"Springfield Road",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/14_-_Springfield_Road_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area14/",,,"Extra documents are available. ",local-authority:HAS,,,,44001219
160_HAS_CA15,"Tillington Terrace",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/15_-_Tillington_Terrace_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area15/",,,"Extra documents are available. ",local-authority:HAS,,,,44001215
160_HAS_CA16,"Town Centre",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/16_-_Town_Centre_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area16/",,,"Extra documents are available. ",local-authority:HAS,,,,44001208
160_HAS_CA17,"Kings Road",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/17_-_Kings_Road_Conservation_Area.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area17/",,,"Extra documents are available. ",local-authority:HAS,,,,44001217
160_HAS_CA18,"Ore Place",,"https://www.hastings.gov.uk/content/conservation/building_conservation/conservation_areas/pdfs/designation_documentation/18_-_Ore_Place.pdf","https://www.hastings.gov.uk/conservation/building-conservation/conservation-areas/area18/",,,"Extra documents are available. ",local-authority:HAS,,,,44001298
