reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
397_Q27159704_CA1,"Ambleside",,"https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0028/145495/ambleside_conservation_area_appraisal_and_management_plan_june_10.pdf","https://www.lakedistrict.gov.uk/planning/conservationareas/amblesideca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005424
397_Q27159704_CA2,"Askham",,"https://www.lakedistrict.gov.uk/__data/assets/word_doc/0020/114491/Askham-CAA-MP-Final-160714.doc","https://www.lakedistrict.gov.uk/planning/conservationareas/askhamca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005425
397_Q27159704_CA3,"Bampton",,"https://www.lakedistrict.gov.uk/__data/assets/word_doc/0023/102785/bampton_conservation_area_appraisal_management_plan_260308.doc","https://www.lakedistrict.gov.uk/planning/conservationareas/bamptonca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005426
397_Q27159704_CA4,"Bampton Grange",,"https://www.lakedistrict.gov.uk/__data/assets/word_doc/0027/102789/bampton_grange_conservation_area_appraisal_management_plan_260308v4.doc","https://www.lakedistrict.gov.uk/planning/conservationareas/bamptongrangeca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005427
397_Q27159704_CA5,"Blindcrake",,"https://www.lakedistrict.gov.uk/__data/assets/word_doc/0021/102792/blindcrake_ca_appraisal_draft_3_-_21_oct_10.doc","https://www.lakedistrict.gov.uk/planning/conservationareas/blindcrakeca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005428
397_Q27159704_CA6,"Bowness",,"https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0011/131024/Bowness-CAA-Oct-2011-final-compressed.pdf#Bowness%20Conservation%20Area%20Appraisal","https://www.lakedistrict.gov.uk/planning/conservationareas/bownessca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005429
397_Q27159704_CA7,"Broughton",,"https://www.lakedistrict.gov.uk/__data/assets/word_doc/0026/109547/Broughton-CAA-FINAL-February-2013.doc","https://www.lakedistrict.gov.uk/planning/conservationareas/broughtonca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005430
397_Q27159704_CA8,"Caldbeck",,"https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0025/440755/caldbeck_ca_draft_4_01.04.09_final-1.pdf","https://www.lakedistrict.gov.uk/planning/conservationareas/caldbeckca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005431
397_Q27159704_CA9,"Far Sawrey",,"https://www.lakedistrict.gov.uk/__data/assets/word_doc/0011/102800/far_sawrey_camp_draft_2_10.06.08.doc","https://www.lakedistrict.gov.uk/planning/conservationareas/farsawreyca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005432
397_Q27159704_CA10,"Grasmere Town End",,"https://www.lakedistrict.gov.uk/__data/assets/word_doc/0014/102803/grasmeretownend_cons_area_man_plan.doc","https://www.lakedistrict.gov.uk/planning/conservationareas/grasmeretownendca",,,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005433
