reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
177_HYN_CA1,"Accrington Town Centre",,"No appraisal document","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"",local-authority:HYN,,,,44005646
177_HYN_CA2,"Christ Church, Accrington",,"No appraisal document","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"",local-authority:HYN,,,,44005645
177_HYN_CA3,"Great Harwood",,"https://www.hyndburnbc.gov.uk/download/great-harwood-town-centre-and-tottleworth-conservation-area-appraisals/?wpdmdl=5527&refresh=66c758d0798e51724340432&ind=1484580594158&filename=Great%20Harwood%20Town%20Centre%20Conservation%20Area%20Appraisal.pdf","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"Extra documents are available. ",local-authority:HYN,,,,44005650
177_HYN_CA4,"Rhyddings, Oswaldtwistle",,"No appraisal document","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"",local-authority:HYN,,,,44005642
177_HYN_CA5,"The Straits, Oswaldtwistle",,"No appraisal document","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"",local-authority:HYN,,,,44005643
177_HYN_CA6,"Stanhill, Oswaldtwistle",,"No appraisal document","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"",local-authority:HYN,,,,44005644
177_HYN_CA7,"St James, Altham",,"No appraisal document","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"",local-authority:HYN,,,,44005651
177_HYN_CA8,"Tottleworth, Great Harwood",,"https://www.hyndburnbc.gov.uk/download/great-harwood-town-centre-and-tottleworth-conservation-area-appraisals/?wpdmdl=5527&refresh=66c758d0798e51724340432&ind=1706107289330&filename=1706106907wpdm_(CALL64842)%20Tottleworth%20Conservation%20Area%20Appraisal%20and%20Management%20Plans.pdf","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"Extra documents are available. ",local-authority:HYN,,,,44005649
177_HYN_CA9,"Church Canalside, Church",,"No appraisal document","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"",local-authority:HYN,,,,44005647
177_HYN_CA10,"Mercer Park, Clayton",,"No appraisal document","https://www.hyndburnbc.gov.uk/download/hyndburn-conservation-areas/",,,"",local-authority:HYN,,,,44005648
