reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
290_SFT_CA1,"Birkdale Park",,"https://www.sefton.gov.uk/media/1999/adopted-birkdale-park-caa_v2.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44000187
290_SFT_CA2,"Birkdale Village",,"https://www.sefton.gov.uk/media/2002/birkdalevillage_adoptedappraisal.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44006214
290_SFT_CA3,"Blundellsands Park",,"https://www.sefton.gov.uk/media/2007/blundellsands-conservation-area-appraisal-2008.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44004802
290_SFT_CA4,"Carr Houses",,"https://www.sefton.gov.uk/media/8195/carr-houses-appraisalmanagement-plan.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 2 of the appraisal document. ",local-authority:SFT,,,,44000179
290_SFT_CA5,"Christ Church",,"https://www.sefton.gov.uk/media/2011/christ-church-appraisal_apr16.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 10 of the appraisal document. ",local-authority:SFT,,,,44000189
290_SFT_CA6,"Churchtown Village",,"https://www.sefton.gov.uk/media/2017/appraisal-boundary-map.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44004800
290_SFT_CA7,"Crosby Hall",,"https://www.sefton.gov.uk/media/2020/crosby-hall-little-crosby-advisory-leaflet.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapBest Map is shown on page 1 of the appraisal document. ",local-authority:SFT,,,,44000178
290_SFT_CA8,"Damfield Lane",,"https://www.sefton.gov.uk/media/2021/damfieldlane-con-area-advisory-leaflet.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapBest Map is shown on page 1 of the appraisal document. ",local-authority:SFT,,,,44004801
290_SFT_CA9,"Derby Park",,"https://www.sefton.gov.uk/media/2022/derby-park-conservation-area-appraisal.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 3 of the appraisal document. ",local-authority:SFT,,,,44000182
290_SFT_CA10,"Gloucester Road",,"https://www.sefton.gov.uk/media/2025/adopted-birkdale-park-caa_v2.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44000188
290_SFT_CA11,"Green Lane",,"https://www.sefton.gov.uk/media/7757/green-lane-formby-conservation-appraisal.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 11 or P13 of the appraisal document. ",local-authority:SFT,,,,44000175
290_SFT_CA12,"Hesketh Road",,"https://www.sefton.gov.uk/media/8512/hesketh-road-conservation-area-appraisal-and-managment-plan.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44000174
290_SFT_CA13,"Homer Green",,"https://www.sefton.gov.uk/media/8190/homer-green-appraisalmanagement-plan.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 2 of the appraisal document. ",local-authority:SFT,,,,44000183
290_SFT_CA14,"Ince Blundell Park",,"https://www.sefton.gov.uk/media/2031/ince-blundell-advisory-leaflet-2021.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapBest Map is shown on page 1 of the appraisal document. ",local-authority:SFT,,,,44000177
290_SFT_CA15,"Little Crosby",,"Conservation Area Advisory Leaflet (sefton.gov.uk)","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapBest Map is shown on page 1 of the appraisal document. ",local-authority:SFT,,,,44000180
290_SFT_CA16,"Lord Street",,"https://www.sefton.gov.uk/media/2033/lord-street-appraisal-nov-17-chapters-1-to-4.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44006771
290_SFT_CA17,"Lunt Village",,"https://www.sefton.gov.uk/media/8191/lunt-village-appraisalmanagement-plan.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44000184
290_SFT_CA18,"Lydiate Hall and Chapel",,"https://www.sefton.gov.uk/media/2043/lydiate-caa-leaflet-2021.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapBest Map is shown on page 1 of the appraisal document. ",local-authority:SFT,,,,44000186
290_SFT_CA19,"Moor Park",,"https://www.sefton.gov.uk/media/3628/moor-park-conservation-appraisal-2008.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44000176
290_SFT_CA20,"North Meols",,"https://www.sefton.gov.uk/media/2017/appraisal-boundary-map.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44000190
290_SFT_CA21,"Promenade",,"https://www.sefton.gov.uk/media/2055/promenade-ca-appraisal-ch1-5.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44006772
290_SFT_CA22,"Sefton Village",,"https://www.sefton.gov.uk/media/2060/sefton-village-advisory-leaflet-2021.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapBest Map is shown on page 1 of the appraisal document. ",local-authority:SFT,,,,44000185
290_SFT_CA23,"Waterloo",,"https://www.sefton.gov.uk/media/2062/waterloo-advisory-leaflet-2021.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapBest Map is shown on page 1 of the appraisal document. ",local-authority:SFT,,,,44000181
290_SFT_CA24,"Waterloo Park",,"https://www.sefton.gov.uk/media/2063/waterloo-park-appraisal-apr16.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 2 of the appraisal document. ",local-authority:SFT,,,,44006773
290_SFT_CA25,"West Birkdale",,"https://www.sefton.gov.uk/media/2065/adopted-west-birkdale-ca-appraisal-reduced_v2.pdf","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",,,"Polygons on interactive mapExtra documents are available. ",local-authority:SFT,,,,44006215
