reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_136_EXE_CA6_1,136_EXE_CA6,"Exwick","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTeEYyLXVucEhTV2M/view?usp=drive_link&resourcekey=0-cD7-VFNUnQAqNNqEYdF6VA",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003972
D_136_EXE_CA6_2,136_EXE_CA6,"Exwick","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1458/conservation-exwick.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003972
D_136_EXE_CA7_1,136_EXE_CA7,"Heavitree","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTN1RsS1RkeFpPVFk/view?usp=drive_link&resourcekey=0-iOAFa4HDsGbD006jEISMzQ",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003974
D_136_EXE_CA7_2,136_EXE_CA7,"Heavitree","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1459/conservation-heavitree.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003974
D_136_EXE_CA8_1,136_EXE_CA8,"Longbrook","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTTjlDUkxQZkpsN0E/view?usp=drive_link&resourcekey=0-HqBWT1OrcAGAvrFZE9xOGw",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003979
D_136_EXE_CA8_2,136_EXE_CA8,"Longbrook","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1460/conservation-longbrook.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003979
D_136_EXE_CA9_1,136_EXE_CA9,"Lower Summerlands","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTQlRmcF9kb2lIMkk/view?usp=drive_link&resourcekey=0-Ak7114Ceue1JVK_8wfZHog",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003978
D_136_EXE_CA9_2,136_EXE_CA9,"Lower Summerlands","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1461/conservation-lower-summerland.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003978
D_136_EXE_CA10_1,136_EXE_CA10,"Midway Terrace & Ide Lane","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTYzY1Nl9helNxV1E/view?usp=drive_link&resourcekey=0-o5GHWvLV9BE6QXLBOO_lHg",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44000587
D_136_EXE_CA10_2,136_EXE_CA10,"Midway Terrace & Ide Lane","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1462/conservation-midway-terrace-and-ide-lane.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44000587
D_136_EXE_CA11_1,136_EXE_CA11,"Mont Le Grand","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTZWlad25XeG00MTA/view?usp=drive_link&resourcekey=0-faBz_yY3Af4SdfgDPJc5tw",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003976
D_136_EXE_CA11_2,136_EXE_CA11,"Mont Le Grand","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1463/conservation-mont-le-grande.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003976
D_136_EXE_CA12_1,136_EXE_CA12,"Pennsylvania","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTV0d2NTZqbURiejQ/view?usp=drive_link&resourcekey=0-qem-C-g7vtz35lcb4eBehw",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44000588
D_136_EXE_CA12_2,136_EXE_CA12,"Pennsylvania","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1464/conservation-pennsylvania.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44000588
D_136_EXE_CA13_1,136_EXE_CA13,"Princes Square","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTSkthQnRzM0pMUGs/view?usp=drive_link&resourcekey=0-OUnOfl87s5NeJRHhYhUGrA",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003971
D_136_EXE_CA13_2,136_EXE_CA13,"Princes Square","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1466/conservation-pinces-square.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003971
D_136_EXE_CA14_1,136_EXE_CA14,"Riverside","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTWXprVFpTQzluZGs/view?usp=drive_link&resourcekey=0-rTP0lGVAsPkN8fq1bBckKA",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003983
D_136_EXE_CA14_2,136_EXE_CA14,"Riverside","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1467/conservation-riverside.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003983
D_136_EXE_CA15_1,136_EXE_CA15,"Southernhay & The Friars","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTNjVaTkhqdkJMc00/view?usp=drive_link&resourcekey=0-JlbLR4o0ZAICEBigQfE9cw",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003982
D_136_EXE_CA15_2,136_EXE_CA15,"Southernhay & The Friars","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1465/conservation-southernhay-and-the-friars.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003982
D_136_EXE_CA16_1,136_EXE_CA16,"St. Davids","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTdU45cmhvQVZMRjQ/view?usp=drive_link&resourcekey=0-oswK1WEa7oowaCUmL249-g",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003980
D_136_EXE_CA16_2,136_EXE_CA16,"St. Davids","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1468/conservation-st-davids.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003980
D_136_EXE_CA17_1,136_EXE_CA17,"St. Leonards","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTdVRrWmlrY2MwUXM/view?usp=drive_link&resourcekey=0-iOtmlDa64TCagtVl2hG7cw",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003975
D_136_EXE_CA17_2,136_EXE_CA17,"St. Leonards","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1470/conservation-st-leonards.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003975
D_136_EXE_CA18_1,136_EXE_CA18,"St. Sidwells","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTa2xwQzl4dndyR2s/view?usp=drive_link&resourcekey=0-Lypil-pm8NBqeoAips5JYQ",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003984
D_136_EXE_CA18_2,136_EXE_CA18,"St. Sidwells","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1469/conservation-st-sidwells.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003984
D_136_EXE_CA19_1,136_EXE_CA19,"Taddyforde","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTNFlJaklKZVVaVEU/view?usp=drive_link&resourcekey=0-ooE3xGx4KPZc89Oehv6HQg",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003973
D_136_EXE_CA19_2,136_EXE_CA19,"Taddyforde","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1471/conservation-taddyforde.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003973
D_136_EXE_CA20_1,136_EXE_CA20,"Topsham","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTUFdneFByOGM0cDQ/view?usp=drive_link&resourcekey=0-pXxpSU8cZlB0xL3X7XNKEA",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003967
D_136_EXE_CA20_2,136_EXE_CA20,"Topsham","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1472/conservation-topsham.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003967
