reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_136_EXE_CA1_1,136_EXE_CA1,"Alphin Brook","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTVTlZUFo4bkwyYWM/view?usp=drive_link&resourcekey=0-B24OIKnTg2ef7-I8VncPtA",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003969
D_136_EXE_CA1_2,136_EXE_CA1,"Alphin Brook","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1457/conservation-alphin-brook.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003969
D_136_EXE_CA2_1,136_EXE_CA2,"Alphington","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTQ1dyRS0zdXlSRTA/view?usp=sharing&resourcekey=0-qm7GxKQeon3ta9oxUe0aeQ",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003968
D_136_EXE_CA2_2,136_EXE_CA2,"Alphington","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1452/conservation-alphington.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003968
D_136_EXE_CA3_1,136_EXE_CA3,"Belmont","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTeGVPUzFEbVNXRWc/view?usp=drive_link&resourcekey=0-uI8IoRAJ5bLvF5A1qGE8VQ",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003977
D_136_EXE_CA3_2,136_EXE_CA3,"Belmont","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1455/conservation-belmont.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003977
D_136_EXE_CA4_1,136_EXE_CA4,"Central","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTT0NjbjFBRGVzdHc/view?usp=drive_link&resourcekey=0-2u-qufxh0q2RvKHWy-3hIQ",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003981
D_136_EXE_CA4_2,136_EXE_CA4,"Central","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1453/conservation-central.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003981
D_136_EXE_CA5_1,136_EXE_CA5,"Cowick","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/","https://drive.google.com/file/d/0B4CpCORtOQdTaExhSDZ3OUhaYkU/view?usp=drive_link&resourcekey=0-zPzScVYCaPHQnXs_yALlNA",area-appraisal,"Extra documents are available. ",local-authority:EXE,,,,44003970
D_136_EXE_CA5_2,136_EXE_CA5,"Cowick","https://exeter.gov.uk/planning-services/heritage-and-environment/conservation-areas/overview/",https://exeter.gov.uk/media/1454/conservation-cowick.pdf,area-map,"Extra documents are available. ",local-authority:EXE,,,,44003970
