reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
128_EPP_CA1,"Abbess Roding",,"No appraisal document","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"",local-authority:EPP,,,,44004517
128_EPP_CA2,"Abridge",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/abridge-conservation-area.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004500
128_EPP_CA3,"Baldwins Hill",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Baldwins-hill-conservation-area-character-appraisal-and-management-plan.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004502
128_EPP_CA4,"Bell Common",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Bell-Common-Character-Appraisal.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004507
128_EPP_CA5,"Blake Hall",,"No appraisal document","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"",local-authority:EPP,,,,44004519
128_EPP_CA6,"Chigwell Village",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/chigwell-village-conservation-area.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004499
128_EPP_CA7,"Chipping Ongar",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/chpping-ongar-conservation-area.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004520
128_EPP_CA8,"Coopersale Street",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/coopersale-street-conservation-area.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004505
128_EPP_CA9,"Copped Hall",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Copped-Hall-Character-Appraisal.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004523
128_EPP_CA10,"Epping",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Epping-Conservation-Area-Character-Appraisal.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004506
128_EPP_CA11,"Great Stony School",,"No appraisal document","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"",local-authority:EPP,,,,44004521
128_EPP_CA12,"High Ongar",,"No appraisal document","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"",local-authority:EPP,,,,44004522
128_EPP_CA13,"Hill Hall",,"No appraisal document","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"",local-authority:EPP,,,,44004504
128_EPP_CA14,"Lower Sheering",,"No appraisal document","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"",local-authority:EPP,,,,44004513
128_EPP_CA15,"Matching",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Matching-Character-Appraisal.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004515
128_EPP_CA16,"Matching Green",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Matching-Green-Character-Appraisal.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004516
128_EPP_CA17,"Matching Tye",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/Matching-Tye-Character-Apprisal.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004514
128_EPP_CA18,"Moreton",,"https://www.eppingforestdc.gov.uk/wp-content/uploads/2019/01/moreton-conservation-area.pdf","https://www.eppingforestdc.gov.uk/planning-and-building/built-heritage/conservation-areas/",,,"Extra documents are available. ",local-authority:EPP,,,,44004518
