reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_397_Q27159704_CA1_1,397_Q27159704_CA1,"Ambleside","https://www.lakedistrict.gov.uk/planning/conservationareas/amblesideca","https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0028/145495/ambleside_conservation_area_appraisal_and_management_plan_june_10.pdf",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005424
D_397_Q27159704_CA1_2,397_Q27159704_CA1,"Ambleside","https://www.lakedistrict.gov.uk/planning/conservationareas/amblesideca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0019/102781/ambleside_conservation_area_as_of_12_aug_2010.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005424
D_397_Q27159704_CA2_1,397_Q27159704_CA2,"Askham","https://www.lakedistrict.gov.uk/planning/conservationareas/askhamca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0020/114491/Askham-CAA-MP-Final-160714.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005425
D_397_Q27159704_CA2_2,397_Q27159704_CA2,"Askham","https://www.lakedistrict.gov.uk/planning/conservationareas/askhamca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0019/114490/Askham-CA-A3L-Map.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005425
D_397_Q27159704_CA3_1,397_Q27159704_CA3,"Bampton","https://www.lakedistrict.gov.uk/planning/conservationareas/bamptonca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0023/102785/bampton_conservation_area_appraisal_management_plan_260308.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005426
D_397_Q27159704_CA3_2,397_Q27159704_CA3,"Bampton","https://www.lakedistrict.gov.uk/planning/conservationareas/bamptonca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0022/102784/bamptonconservationarea_090723.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005426
D_397_Q27159704_CA4_1,397_Q27159704_CA4,"Bampton Grange","https://www.lakedistrict.gov.uk/planning/conservationareas/bamptongrangeca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0027/102789/bampton_grange_conservation_area_appraisal_management_plan_260308v4.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005427
D_397_Q27159704_CA4_2,397_Q27159704_CA4,"Bampton Grange","https://www.lakedistrict.gov.uk/planning/conservationareas/bamptongrangeca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0026/102788/bamptongrange020809.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005427
D_397_Q27159704_CA5_1,397_Q27159704_CA5,"Blindcrake","https://www.lakedistrict.gov.uk/planning/conservationareas/blindcrakeca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0021/102792/blindcrake_ca_appraisal_draft_3_-_21_oct_10.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005428
D_397_Q27159704_CA5_2,397_Q27159704_CA5,"Blindcrake","https://www.lakedistrict.gov.uk/planning/conservationareas/blindcrakeca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0020/102791/blindcrake_conservation_area_240708.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005428
D_397_Q27159704_CA6_1,397_Q27159704_CA6,"Bowness","https://www.lakedistrict.gov.uk/planning/conservationareas/bownessca","https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0011/131024/Bowness-CAA-Oct-2011-final-compressed.pdf#Bowness%20Conservation%20Area%20Appraisal",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005429
D_397_Q27159704_CA6_2,397_Q27159704_CA6,"Bowness","https://www.lakedistrict.gov.uk/planning/conservationareas/bownessca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0023/102794/bowness_ca_map_20111026.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005429
D_397_Q27159704_CA7_1,397_Q27159704_CA7,"Broughton","https://www.lakedistrict.gov.uk/planning/conservationareas/broughtonca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0026/109547/Broughton-CAA-FINAL-February-2013.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005430
D_397_Q27159704_CA7_2,397_Q27159704_CA7,"Broughton","https://www.lakedistrict.gov.uk/planning/conservationareas/broughtonca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0025/109546/Broughton-CA-A3L-Confirmed.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005430
D_397_Q27159704_CA8_1,397_Q27159704_CA8,"Caldbeck","https://www.lakedistrict.gov.uk/planning/conservationareas/caldbeckca","https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0025/440755/caldbeck_ca_draft_4_01.04.09_final-1.pdf",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005431
D_397_Q27159704_CA8_2,397_Q27159704_CA8,"Caldbeck","https://www.lakedistrict.gov.uk/planning/conservationareas/caldbeckca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0025/102796/caldbeck_conservation_area_confirmed.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005431
D_397_Q27159704_CA9_1,397_Q27159704_CA9,"Far Sawrey","https://www.lakedistrict.gov.uk/planning/conservationareas/farsawreyca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0011/102800/far_sawrey_camp_draft_2_10.06.08.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005432
