reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_397_Q27159704_CA9_2,397_Q27159704_CA9,"Far Sawrey","https://www.lakedistrict.gov.uk/planning/conservationareas/farsawreyca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0028/102799/farsawryconservationarea_090723.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005432
D_397_Q27159704_CA10_1,397_Q27159704_CA10,"Grasmere Town End","https://www.lakedistrict.gov.uk/planning/conservationareas/grasmeretownendca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0014/102803/grasmeretownend_cons_area_man_plan.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005433
D_397_Q27159704_CA10_2,397_Q27159704_CA10,"Grasmere Town End","https://www.lakedistrict.gov.uk/planning/conservationareas/grasmeretownendca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0013/102802/grasmere_townend_conservation_area_240708.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005433
D_397_Q27159704_CA11_1,397_Q27159704_CA11,"Grasmere Village","https://www.lakedistrict.gov.uk/planning/conservationareas/grasmerevillageca","https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0025/376072/grasmere_cons_area_manplan.pdf",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005434
D_397_Q27159704_CA11_2,397_Q27159704_CA11,"Grasmere Village","https://www.lakedistrict.gov.uk/planning/conservationareas/grasmerevillageca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0017/102806/grasmere_village_conservation_area_confirmed_.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005434
D_397_Q27159704_CA12_1,397_Q27159704_CA12,"Hartsop","https://www.lakedistrict.gov.uk/planning/conservationareas/hartsopca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0013/102811/hartsop_camp_manplan-final_11.10.10.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005435
D_397_Q27159704_CA12_2,397_Q27159704_CA12,"Hartsop","https://www.lakedistrict.gov.uk/planning/conservationareas/hartsopca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0012/102810/hartsop_conservation_area_confirmed.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005435
D_397_Q27159704_CA13_1,397_Q27159704_CA13,"Hawkshead","https://www.lakedistrict.gov.uk/planning/conservationareas/hawksheadca","https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0031/507289/hawkshead_ca_appraisal_and_management_plan_december_09.pdf",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005436
D_397_Q27159704_CA13_2,397_Q27159704_CA13,"Hawkshead","https://www.lakedistrict.gov.uk/planning/conservationareas/hawksheadca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0014/102812/hawkshead_conservation_area_boundary.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005436
D_397_Q27159704_CA14_1,397_Q27159704_CA14,"Helton","https://www.lakedistrict.gov.uk/planning/conservationareas/heltonca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0018/102816/helton_conservation_area_appraisal_management_plan_draft_v4_260208.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005437
D_397_Q27159704_CA14_2,397_Q27159704_CA14,"Helton","https://www.lakedistrict.gov.uk/planning/conservationareas/heltonca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0017/102815/helton_conservation_area_map_140808.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005437
D_397_Q27159704_CA15_1,397_Q27159704_CA15,"Hesket Newmarket","https://www.lakedistrict.gov.uk/planning/conservationareas/hesketnewmarketca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0020/102818/hesket_newmarket_man_plan_draft_4_1-4-09_final.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005438
D_397_Q27159704_CA15_2,397_Q27159704_CA15,"Hesket Newmarket","https://www.lakedistrict.gov.uk/planning/conservationareas/hesketnewmarketca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0019/102817/hesket_newmarket_townscape_confirmed.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005438
D_397_Q27159704_CA16_1,397_Q27159704_CA16,"Keswick","https://www.lakedistrict.gov.uk/planning/conservationareas/keswickca","https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0022/154831/Keswick-Draft-Appraisal-Dec-2019.pdf",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005439
D_397_Q27159704_CA16_2,397_Q27159704_CA16,"Keswick","https://www.lakedistrict.gov.uk/planning/conservationareas/keswickca",https://www.lakedistrict.gov.uk/__data/assets/file/0017/445112/CORRECT-NEW-MAP-.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005439
D_397_Q27159704_CA17_1,397_Q27159704_CA17,"Lowther","https://www.lakedistrict.gov.uk/planning/conservationareas/lowtherca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0027/114489/Lowther-CAA-MP-Final-2014-160714.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005440
D_397_Q27159704_CA17_2,397_Q27159704_CA17,"Lowther","https://www.lakedistrict.gov.uk/planning/conservationareas/lowtherca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0026/114488/Lowther-CA-A3P-Map.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005440
D_397_Q27159704_CA18_1,397_Q27159704_CA18,"Near Sawrey","https://www.lakedistrict.gov.uk/planning/conservationareas/nearsawreyca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0017/102824/near_sawrey_camp_draft_2_10.06.08.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005441
D_397_Q27159704_CA18_2,397_Q27159704_CA18,"Near Sawrey","https://www.lakedistrict.gov.uk/planning/conservationareas/nearsawreyca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0016/102823/nearsawryconservationarea_090723.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005441
D_397_Q27159704_CA19_1,397_Q27159704_CA19,"Ravenglass","https://www.lakedistrict.gov.uk/planning/conservationareas/ravenglassca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0025/106873/Ravenglass-CAA-FINAL-February-2013.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005442
D_397_Q27159704_CA19_2,397_Q27159704_CA19,"Ravenglass","https://www.lakedistrict.gov.uk/planning/conservationareas/ravenglassca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0018/102825/ravenglass_conservation_area_240708.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005442
D_397_Q27159704_CA20_1,397_Q27159704_CA20,"Rydal","https://www.lakedistrict.gov.uk/planning/conservationareas/rydalca","https://www.lakedistrict.gov.uk/__data/assets/word_doc/0021/102828/rydal_cons_area_man_plan.doc",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005443
D_397_Q27159704_CA20_2,397_Q27159704_CA20,"Rydal","https://www.lakedistrict.gov.uk/planning/conservationareas/rydalca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0020/102827/rydal_confirmed_new_con_area.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005443
D_397_Q27159704_CA21_1,397_Q27159704_CA21,"Staveley","https://www.lakedistrict.gov.uk/planning/conservationareas/staveleyca","https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0028/135667/Staveley-confirmed-Feb-2011compressed.pdf#%20*Staveley%20Conservation%20Area%20Appraisal%20and%20Management%20Plan%20(PDF)",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005444
D_397_Q27159704_CA21_2,397_Q27159704_CA21,"Staveley","https://www.lakedistrict.gov.uk/planning/conservationareas/staveleyca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0014/102830/staveley_conservation_area_confirmed.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005444
D_397_Q27159704_CA22_1,397_Q27159704_CA22,"Troutbeck","https://www.lakedistrict.gov.uk/planning/conservationareas/troutbeckca","https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0032/150989/Troutbeck-CAA-and-MP-Final-compressed.pdf",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005445
D_397_Q27159704_CA22_2,397_Q27159704_CA22,"Troutbeck","https://www.lakedistrict.gov.uk/planning/conservationareas/troutbeckca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0016/117421/Troutbeck-CA-Map.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005445
D_397_Q27159704_CA23_1,397_Q27159704_CA23,"Windermere","https://www.lakedistrict.gov.uk/planning/conservationareas/windermereca","https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0012/131025/Windermere-Conservation-Area-Appraisal-CAA-26.10.11-Finalcompressed.pdf#Windermere%20Conservation%20Area%20Appraisal%20and%20Management%20Plan",area-appraisal,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005446
D_397_Q27159704_CA23_2,397_Q27159704_CA23,"Windermere","https://www.lakedistrict.gov.uk/planning/conservationareas/windermereca",https://www.lakedistrict.gov.uk/__data/assets/pdf_file/0020/102836/Windermere-CAS-boundary-20111026.pdf,area-map,"Extra documents are available. ",national-park-authority:Q27159704,,,,44005446
