reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_373_WLL_CA9_1,373_WLL_CA9,"Darlaston","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000408
D_373_WLL_CA9_2,373_WLL_CA9,"Darlaston","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Darlaston_CA.pdf,area-map,"",local-authority:WLL,,,,44000408
D_373_WLL_CA10_1,373_WLL_CA10,"Elmore Green (Bloxwich)","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000415
D_373_WLL_CA10_2,373_WLL_CA10,"Elmore Green (Bloxwich)","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Elmore_Green_CA.pdf,area-map,"",local-authority:WLL,,,,44000415
D_373_WLL_CA11_1,373_WLL_CA11,"Great Barr","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000411
D_373_WLL_CA11_2,373_WLL_CA11,"Great Barr","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Great_Barr_CA.pdf,area-map,"",local-authority:WLL,,,,44000411
D_373_WLL_CA12_1,373_WLL_CA12,"Highgate","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000406
D_373_WLL_CA12_2,373_WLL_CA12,"Highgate","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Highgate_CA.pdf,area-map,"",local-authority:WLL,,,,44000406
D_373_WLL_CA13_1,373_WLL_CA13,"Lichfield Street","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000419
D_373_WLL_CA13_2,373_WLL_CA13,"Lichfield Street","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Lichfield_Street_CA.pdf,area-map,"",local-authority:WLL,,,,44000419
D_373_WLL_CA14_1,373_WLL_CA14,"Old Pelsall","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000417
D_373_WLL_CA14_2,373_WLL_CA14,"Old Pelsall","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Old_Pelsall_CA.pdf,area-map,"",local-authority:WLL,,,,44000417
D_373_WLL_CA15_1,373_WLL_CA15,"Old Rushall","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000413
D_373_WLL_CA15_2,373_WLL_CA15,"Old Rushall","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Old_Rushall_CA.pdf,area-map,"",local-authority:WLL,,,,44000413
D_373_WLL_CA16_1,373_WLL_CA16,"Pelsall Common","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000416
D_373_WLL_CA16_2,373_WLL_CA16,"Pelsall Common","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Pelsall_Common_CA.pdf,area-map,"",local-authority:WLL,,,,44000416
D_373_WLL_CA17_1,373_WLL_CA17,"Walsall Locks","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000410
D_373_WLL_CA17_2,373_WLL_CA17,"Walsall Locks","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Walsall_Locks_CA.pdf,area-map,"",local-authority:WLL,,,,44000410
D_373_WLL_CA18_1,373_WLL_CA18,"Willenhall","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas","No appraisal document",area-appraisal,"",local-authority:WLL,,,,44000409
D_373_WLL_CA18_2,373_WLL_CA18,"Willenhall","https://go.walsall.gov.uk/planning-and-building-control/conservation-and-regeneration/conservation-areas",https://go.walsall.gov.uk/sites/default/files/2022-09/Willenhall_CA.pdf,area-map,"",local-authority:WLL,,,,44000409
