reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
207_MAN_CA1,"Albert Park Conservation Area",,"https://www.manchester.gov.uk/info/511/conservation_areas/1210/albert_park_conservation_area","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004013
207_MAN_CA2,"Albert Square Conservation Area",,"https://www.manchester.gov.uk/info/511/conservation_areas/934/albert_square_conservation_area","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004014
207_MAN_CA3,"Ancoats Conservation area",,"https://www.manchester.gov.uk/info/511/conservation_areas/1216/ancoats_conservation_area","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004015
207_MAN_CA4,"Ballbrook Conservation area",,"https://www.manchester.gov.uk/info/511/conservation_areas/1228/ballbrook_conservation_area","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004016
207_MAN_CA5,"Blackburn Park Conservation Area",,"https://www.manchester.gov.uk/info/511/conservation_areas/1032/blackburn_park_conservation_area","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004017
207_MAN_CA6,"Brooklands Road Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004012
207_MAN_CA7,"Castlefield Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004018
207_MAN_CA8,"Chorlton Green Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004040
207_MAN_CA9,"Chorltonville Conservation area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004020
207_MAN_CA10,"Crab Lane Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004008
207_MAN_CA11,"Crumpsall Green conservation area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004009
207_MAN_CA12,"Crumpsall Lane Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004011
207_MAN_CA13,"Deansgate/Peter Street Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004021
207_MAN_CA14,"Didsbury St James Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004022
207_MAN_CA15,"George Street Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004023
207_MAN_CA16,"Gore Brook Valley Conservation area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004024
207_MAN_CA17,"Graver Lane Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004039
207_MAN_CA18,"Northenden Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004025
207_MAN_CA19,"Old Broadway Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004026
207_MAN_CA20,"Parsonage Gardens Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004027
207_MAN_CA21,"Rushford Park Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004028
207_MAN_CA22,"Shudehill Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004029
207_MAN_CA23,"Smithfield Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004030
207_MAN_CA24,"St Ann's Square Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004031
207_MAN_CA25,"St John Street Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004032
207_MAN_CA26,"St Peter's Square Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004033
207_MAN_CA27,"Stevenson Square Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004034
207_MAN_CA28,"Upper King Street Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004035
207_MAN_CA29,"Victoria Park Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004036
207_MAN_CA30,"Whalley Range Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004037
207_MAN_CA31,"Whitworth Street Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004038
207_MAN_CA32,"Withington Conservation Area",,"No appraisal document","https://www.manchester.gov.uk/downloads/download/3790/conservation_area_maps",,,"Appraisal document is a web page",local-authority:MAN,,,,44004007
