reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
208_MAS_CA1,"The Park",,"https://www.mansfield.gov.uk/downloads/file/458/the-park","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 7 of the appraisal document. ",local-authority:MAS,,,,44001533
208_MAS_CA2,"Market Place",,"https://www.mansfield.gov.uk/downloads/file/460/market-place","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 12 of the appraisal document. ",local-authority:MAS,,,,44005298
208_MAS_CA3,"Bridge Street",,"https://www.mansfield.gov.uk/downloads/file/459/bridge-street","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 12 of the appraisal document. ",local-authority:MAS,,,,44005297
208_MAS_CA4,"West Gate",,"https://www.mansfield.gov.uk/downloads/file/462/west-gate","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 13 of the appraisal document. ",local-authority:MAS,,,,44006523
208_MAS_CA5,"Pleasley Park and Vale",,"https://www.mansfield.gov.uk/downloads/file/456/pleasley-park-and-vale","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 7 of the appraisal document. ",local-authority:MAS,,,,44002736
208_MAS_CA6,"Crow Hill Drive",,"https://www.mansfield.gov.uk/downloads/file/457/crow-hill-drive","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 29 of the appraisal document. ",local-authority:MAS,,,,44002735
208_MAS_CA7,"Mansfield Woodhouse",,"https://www.mansfield.gov.uk/downloads/file/455/mansfield-woodhouse","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 60 of the appraisal document. ",local-authority:MAS,,,,44005048
208_MAS_CA8,"Church Warsop",,"https://www.mansfield.gov.uk/downloads/file/464/church-warsop","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 17 of the appraisal document. ",local-authority:MAS,,,,44005279
208_MAS_CA9,"Nottingham Road",,"https://www.mansfield.gov.uk/downloads/file/465/nottingham-road","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 17 of the appraisal document. ",local-authority:MAS,,,,44005280
208_MAS_CA10,"Terrace Road",,"https://www.mansfield.gov.uk/downloads/file/461/terrace-road","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 10 of the appraisal document. ",local-authority:MAS,,,,44005281
208_MAS_CA11,"Market Warsop",,"https://www.mansfield.gov.uk/downloads/file/463/market-warsop","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas",,,"Best Map is shown on page 13 of the appraisal document. ",local-authority:MAS,,,,44006065
