reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_46_BLA_CA1_1,46_BLA_CA1,"Aston Flamville","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44001472
D_46_BLA_CA1_2,46_BLA_CA1,"Aston Flamville","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2778/aston-flamville-1.pdf,area-map,"",local-authority:BLA,,,,44001472
D_46_BLA_CA2_1,46_BLA_CA2,"Blaby","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44001613
D_46_BLA_CA2_2,46_BLA_CA2,"Blaby","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/4096/blaby-1.pdf,area-map,"",local-authority:BLA,,,,44001613
D_46_BLA_CA3_1,46_BLA_CA3,"Cosby","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44001615
D_46_BLA_CA3_2,46_BLA_CA3,"Cosby","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2780/cosby-1.pdf,area-map,"",local-authority:BLA,,,,44001615
D_46_BLA_CA4_1,46_BLA_CA4,"Countesthorpe","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44004685
D_46_BLA_CA4_2,46_BLA_CA4,"Countesthorpe","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2781/countesthorpe-1.pdf,area-map,"",local-authority:BLA,,,,44004685
D_46_BLA_CA5_1,46_BLA_CA5,"Croft","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44006467
D_46_BLA_CA5_2,46_BLA_CA5,"Croft","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2782/croft-1.pdf,area-map,"",local-authority:BLA,,,,44006467
D_46_BLA_CA6_1,46_BLA_CA6,"Enderby","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44005533
D_46_BLA_CA6_2,46_BLA_CA6,"Enderby","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2783/enderby-1.pdf,area-map,"",local-authority:BLA,,,,44005533
D_46_BLA_CA7_1,46_BLA_CA7,"Glenfield","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44005534
D_46_BLA_CA7_2,46_BLA_CA7,"Glenfield","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2784/glenfield-1.pdf,area-map,"",local-authority:BLA,,,,44005534
D_46_BLA_CA8_1,46_BLA_CA8,"Grand Union Canal","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44001471
D_46_BLA_CA8_2,46_BLA_CA8,"Grand Union Canal","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2785/grand-union-canal-1.pdf,area-map,"",local-authority:BLA,,,,44001471
D_46_BLA_CA9_1,46_BLA_CA9,"Kirby Fields","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44001614
D_46_BLA_CA9_2,46_BLA_CA9,"Kirby Fields","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2786/kirby-fields-1.pdf,area-map,"",local-authority:BLA,,,,44001614
D_46_BLA_CA10_1,46_BLA_CA10,"Narborough","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44005535
D_46_BLA_CA10_2,46_BLA_CA10,"Narborough","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2787/narborough-1.pdf,area-map,"",local-authority:BLA,,,,44005535
D_46_BLA_CA11_1,46_BLA_CA11,"Wigston Parva","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/","No appraisal document",area-appraisal,"",local-authority:BLA,,,,44001616
D_46_BLA_CA11_2,46_BLA_CA11,"Wigston Parva","https://www.blaby.gov.uk/planning-and-building/conservation/conservation-areas/",https://www.blaby.gov.uk/media/2788/wigston-parva-1.pdf,area-map,"",local-authority:BLA,,,,44001616
