reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_172_HPL_CA1_1,172_HPL_CA1,"Church Street","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas","https://www.hartlepool.gov.uk/download/downloads/id/139/church_street_conservation_area_character_appraisalpdf.pdf",area-appraisal,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000300
D_172_HPL_CA1_2,172_HPL_CA1,"Church Street","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas",https://www.hartlepool.gov.uk/download/downloads/id/4268/church_street_conservation_area.pdf,area-map,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000300
D_172_HPL_CA2_1,172_HPL_CA2,"Elwick","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas","https://www.hartlepool.gov.uk/download/downloads/id/136/elwick_conservation_area_character_appraisalpdf.pdf",area-appraisal,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000294
D_172_HPL_CA2_2,172_HPL_CA2,"Elwick","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas",https://www.hartlepool.gov.uk/download/downloads/id/80/elwick_conservation_area.pdf,area-map,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000294
D_172_HPL_CA3_1,172_HPL_CA3,"Greatham","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas","https://www.hartlepool.gov.uk/download/downloads/id/135/greatham_conservation_area_character_appraisalpdf.pdf",area-appraisal,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000295
D_172_HPL_CA3_2,172_HPL_CA3,"Greatham","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas",https://www.hartlepool.gov.uk/download/downloads/id/87/greatham_conservation_area.pdf,area-map,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000295
D_172_HPL_CA4_1,172_HPL_CA4,"Grange","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas","https://www.hartlepool.gov.uk/download/downloads/id/137/grange_conservation_area_character_appraisalpdf.pdf",area-appraisal,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000299
D_172_HPL_CA4_2,172_HPL_CA4,"Grange","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas",https://www.hartlepool.gov.uk/download/downloads/id/85/grange_conservation_area.pdf,area-map,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000299
D_172_HPL_CA5_1,172_HPL_CA5,"Park","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas","https://www.hartlepool.gov.uk/download/downloads/id/134/park_conservation_area_character_appraisalpdf.pdf",area-appraisal,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000298
D_172_HPL_CA5_2,172_HPL_CA5,"Park","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas",https://www.hartlepool.gov.uk/download/downloads/id/89/park_conservation_area.pdf,area-map,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000298
D_172_HPL_CA6_1,172_HPL_CA6,"Seaton","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas","https://www.hartlepool.gov.uk/download/downloads/id/141/seaton_carew_conservation_area_character_appraisalpdf.pdf",area-appraisal,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000296
D_172_HPL_CA6_2,172_HPL_CA6,"Seaton","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas",https://www.hartlepool.gov.uk/download/downloads/id/88/seaton_conservation_area.pdf,area-map,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000296
D_172_HPL_CA7_1,172_HPL_CA7,"Stranton","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas","https://www.hartlepool.gov.uk/download/downloads/id/143/stranton_conservation_area_character_appraisalpdf.pdf",area-appraisal,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000301
D_172_HPL_CA7_2,172_HPL_CA7,"Stranton","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas",https://www.hartlepool.gov.uk/download/downloads/id/81/stranton_conservation_area.pdf,area-map,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000301
D_172_HPL_CA8_1,172_HPL_CA8,"Headland","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas","https://www.hartlepool.gov.uk/download/downloads/id/140/headland_conservation_area_character_appraisalpdf.pdf",area-appraisal,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000297
D_172_HPL_CA8_2,172_HPL_CA8,"Headland","https://www.hartlepool.gov.uk/info/20065/conservation/97/conservation_areas",https://www.hartlepool.gov.uk/download/downloads/id/84/headland_conservation_area.pdf,area-map,"PDFs are at least one page away from source URL in separate locations.Extra documents are available. ",local-authority:HPL,,,,44000297
