reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
58_BRD_CA1,"Bradford - City Centre: Cathedral Precinct",,"https://www.bradford.gov.uk/media/2349/cathedralprecinctappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004967
58_BRD_CA2,"Bradford - City Centre: City Centre",,"https://www.bradford.gov.uk/media/2353/citycentreappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004969
58_BRD_CA3,"Bradford - City Centre: Goitside",,"https://www.bradford.gov.uk/media/3235/goitside-conservation-area-appraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004976
58_BRD_CA4,"Bradford - City Centre: Little Germany",,"https://www.bradford.gov.uk/media/2459/littlegermanyappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004988
58_BRD_CA5,"Bradford - outer areas: Clayton",,"https://www.bradford.gov.uk/media/2356/claytonappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004970
58_BRD_CA6,"Bradford - outer areas: Great Horton",,"https://www.bradford.gov.uk/media/2375/greathortonappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004977
58_BRD_CA7,"Bradford - outer areas: Heaton Estate",,"https://www.bradford.gov.uk/media/2384/heatonestatesappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004981
58_BRD_CA8,"Bradford - outer areas: Hodgson Fold",,"https://www.bradford.gov.uk/media/2387/hodgsonfoldappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004982
58_BRD_CA9,"Bradford - outer areas: Idle and The Green",,"https://www.bradford.gov.uk/media/2411/idleandthegreenappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004983
58_BRD_CA10,"Bradford - outer areas: Little Horton Green",,"https://www.bradford.gov.uk/media/2462/littlehortongreenappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004990
58_BRD_CA11,"Bradford - outer areas: Little Horton Lane",,"https://www.bradford.gov.uk/media/2465/littlehortonlaneappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004989
58_BRD_CA12,"Bradford - outer areas: Little London",,"https://www.bradford.gov.uk/media/2468/littlelondonappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004991
58_BRD_CA13,"Bradford - outer areas: Lower Wyke",,"https://www.bradford.gov.uk/media/2474/lowerwykeappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004993
58_BRD_CA14,"Bradford - outer areas: Manningham - Apsley Crescent",,"https://www.bradford.gov.uk/media/2317/aplsleycrescentappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005017
58_BRD_CA15,"Bradford - outer areas: Manningham - Eldon Place",,"https://www.bradford.gov.uk/media/2319/eldonplaceappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004968
58_BRD_CA16,"Bradford - outer areas: Manningham - North Park Road",,"https://www.bradford.gov.uk/media/2321/northparkroadappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004997
58_BRD_CA17,"Bradford - outer areas: Manningham - Southfield Square",,"https://www.bradford.gov.uk/media/2323/southfieldsquareappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005005
58_BRD_CA18,"Bradford - outer areas: Manningham - St Paul's",,"https://www.bradford.gov.uk/media/2325/stpaulsappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005006
58_BRD_CA19,"Bradford - outer areas: Queensbury",,"https://www.bradford.gov.uk/media/2494/queensburyappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005001
58_BRD_CA20,"Bradford - outer areas: Thornton",,"https://www.bradford.gov.uk/media/2512/thorntonappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005014
58_BRD_CA21,"Bradford - outer areas: Tong",,"https://www.bradford.gov.uk/media/2515/tongappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005009
58_BRD_CA22,"Bradford - outer areas: Undercliffe Cemetery",,"https://www.bradford.gov.uk/media/2518/undercliffeappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005010
58_BRD_CA23,"Bradford - outer areas: Whetley Grove",,"https://www.bradford.gov.uk/media/2521/whetleygroveappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005011
58_BRD_CA24,"Bingley and Shipley area: Baildon",,"https://www.bradford.gov.uk/media/2328/baildonappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005018
58_BRD_CA25,"Bingley and Shipley area: Baildon Green",,"No appraisal document","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005024
58_BRD_CA26,"Bingley and Shipley area: Baildon, Station Road",,"https://www.bradford.gov.uk/media/2330/baildonstationroadappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005019
58_BRD_CA27,"Bingley and Shipley area: Bingley",,"https://www.bradford.gov.uk/media/2337/bingleyappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005021
58_BRD_CA28,"Bingley and Shipley area: Cullingworth",,"https://www.bradford.gov.uk/media/2359/cullingworthappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004971
58_BRD_CA29,"Bingley and Shipley area: Eldwick Beck",,"No appraisal document","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005025
58_BRD_CA30,"Bingley and Shipley area: Esholt",,"https://www.bradford.gov.uk/media/2369/esholtappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004975
58_BRD_CA31,"Bingley and Shipley area: Micklethwaite",,"https://www.bradford.gov.uk/media/2479/micklethwaiteappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. Best Map is shown on page 8 of the appraisal document. ",local-authority:BRD,,,,44004995
58_BRD_CA32,"Leeds Liverpool Canal",,"https://www.bradford.gov.uk/environment/conservation-areas/leeds-liverpool-canal-conservation-area/","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004986
58_BRD_CA33,"Bingley and Shipley area: Ryecroft",,"https://www.bradford.gov.uk/media/2497/ryecroftappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005002
58_BRD_CA34,"Bingley and Shipley area: Saltaire",,"https://www.bradford.gov.uk/media/2500/saltaireappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005003
58_BRD_CA35,"Bingley and Shipley area: Wilsden",,"https://www.bradford.gov.uk/media/2524/wilsdenappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005012
58_BRD_CA36,"Bingley and Shipley area: Wrose",,"https://www.bradford.gov.uk/media/2527/wroseappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005013
58_BRD_CA37,"Keighley area: Braithwaite",,"https://www.bradford.gov.uk/media/2340/braithwaiteappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005022
58_BRD_CA38,"Keighley area: Brunthwaite",,"https://www.bradford.gov.uk/media/2343/brunthwaiteappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005015
58_BRD_CA39,"Keighley area: Devonshire Park and Cliffe Castle",,"https://www.bradford.gov.uk/media/2362/devparkandcliffecastleappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004972
58_BRD_CA40,"Keighley area: East Morton",,"https://www.bradford.gov.uk/media/2365/eastmortonappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004973
58_BRD_CA41,"Keighley area: Goose Eye and Laycock",,"https://www.bradford.gov.uk/media/2372/gooseeyeandlaycockappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004978
58_BRD_CA42,"Keighley area: Hainworth",,"https://www.bradford.gov.uk/media/2378/hainworthappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004979
58_BRD_CA43,"Keighley area: Haworth",,"https://www.bradford.gov.uk/media/2381/haworthappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004980
58_BRD_CA44,"Keighley area: Keighley Town Centre",,"No appraisal document","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004985
58_BRD_CA45,"Keighley area: Leeming",,"https://www.bradford.gov.uk/media/2456/leemingappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004987
58_BRD_CA46,"Keighley area: Low Utley",,"https://www.bradford.gov.uk/media/2471/lowutleyappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004992
58_BRD_CA47,"Keighley area: Oakworth",,"https://www.bradford.gov.uk/media/2485/oakworthappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004998
58_BRD_CA48,"Keighley area: Oxenhope Lower Town",,"https://www.bradford.gov.uk/media/2487/oxenhopelowertownappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004999
58_BRD_CA49,"Keighley area: Oxenhope Station Road",,"https://www.bradford.gov.uk/media/2489/oxenhopestationroadappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004974
58_BRD_CA50,"Keighley area: Oxenhope Upper Town",,"https://www.bradford.gov.uk/media/2491/oxenhopeuppertownappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005000
58_BRD_CA51,"Keighley area: Silsden",,"https://www.bradford.gov.uk/media/2503/silsdenappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005004
58_BRD_CA52,"Keighley area: Stanbury",,"https://www.bradford.gov.uk/media/2506/stanburyappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005007
58_BRD_CA53,"Keighley area: Steeton",,"https://www.bradford.gov.uk/media/2509/steetonappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005008
58_BRD_CA54,"Ilkley area: Addingham",,"https://www.bradford.gov.uk/media/2267/addinghamconservationareaappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005016
58_BRD_CA55,"Ilkley area: Ben Rhydding",,"https://www.bradford.gov.uk/media/2334/benrhyddingappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005020
58_BRD_CA56,"Ilkley area: Burley in Wharfedale",,"https://www.bradford.gov.uk/media/2994/burley-in-wharfedale-appraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44005023
58_BRD_CA57,"Ilkley area: Ilkley",,"https://www.bradford.gov.uk/media/2414/ilkleyappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004984
58_BRD_CA58,"Ilkley area: Menston",,"https://www.bradford.gov.uk/media/2477/menstonappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004994
58_BRD_CA59,"Ilkley area: Middleton",,"https://www.bradford.gov.uk/media/2482/middletonappraisal.pdf","https://www.bradford.gov.uk/environment/conservation-areas/list-of-conservation-areas/",,,"Extra documents are available. ",local-authority:BRD,,,,44004996
