reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_168_HIN_CA1_1,168_HIN_CA1,"Ashby Canal","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/322/ashby_canal_conservation_area/2","https://www.hinckley-bosworth.gov.uk/download/downloads/id/1494/appraisal_-_ashby_canal.pdf",area-appraisal,"",local-authority:HIN,,,,44001586
D_168_HIN_CA2_1,168_HIN_CA2,"Barwell A","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/325/barwell_conservation_area/2","https://www.hinckley-bosworth.gov.uk/download/downloads/id/1617/management_plan_-_high_street.pdf",area-appraisal,"Extra documents are available. ",local-authority:HIN,,,,44005184
D_168_HIN_CA2_2,168_HIN_CA2,"Barwell A","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/325/barwell_conservation_area/2",https://www.hinckley-bosworth.gov.uk/download/downloads/id/1575/appraisal_map_-_high_street.pdf,area-map,"Extra documents are available. ",local-authority:HIN,,,,44005184
D_168_HIN_CA3_1,168_HIN_CA3,"Barwell B","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/325/barwell_conservation_area/2","https://www.hinckley-bosworth.gov.uk/download/downloads/id/1576/management_plan_-_arthur_street.pdf",area-appraisal,"Extra documents are available. ",local-authority:HIN,,,,44005185
D_168_HIN_CA3_2,168_HIN_CA3,"Barwell B","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/325/barwell_conservation_area/2",https://www.hinckley-bosworth.gov.uk/download/downloads/id/1574/appraisal_map_-_arthur_street.pdf,area-map,"Extra documents are available. ",local-authority:HIN,,,,44005185
D_168_HIN_CA4_1,168_HIN_CA4,"Bilstone","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/895/bilstone_conservation_area/2","https://www.hinckley-bosworth.gov.uk/download/downloads/id/3022/appraisal_-_adopted_november_2012.pdf",area-appraisal,"Extra documents are available. ",local-authority:HIN,,,,44005819
D_168_HIN_CA4_2,168_HIN_CA4,"Bilstone","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/895/bilstone_conservation_area/2",https://www.hinckley-bosworth.gov.uk/download/downloads/id/3023/appraisal_map_-_adopted_november_2012.pdf,area-map,"Extra documents are available. ",local-authority:HIN,,,,44005819
D_168_HIN_CA5_1,168_HIN_CA5,"Burbage","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/328/burbage_conservation_area/2","https://www.hinckley-bosworth.gov.uk/download/downloads/id/2542/appraisal_-_adopted_-_burbage.pdf",area-appraisal,"Extra documents are available. ",local-authority:HIN,,,,44004649
D_168_HIN_CA5_2,168_HIN_CA5,"Burbage","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/328/burbage_conservation_area/2",https://www.hinckley-bosworth.gov.uk/download/downloads/id/2604/appraisal_map_-_adopted_-_burbage.pdf,area-map,"Extra documents are available. ",local-authority:HIN,,,,44004649
D_168_HIN_CA6_1,168_HIN_CA6,"Cadeby","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/329/cadeby_conservation_area/2","https://www.hinckley-bosworth.gov.uk/download/downloads/id/1184/appraisal_and_map_-_cadeby.pdf",area-appraisal,"Extra documents are available. Best Map is shown on page 2 of the appraisal document. ",local-authority:HIN,,,,44001587
D_168_HIN_CA7_1,168_HIN_CA7,"Congerstone","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/330/congerstone_conservation_area/2","https://www.hinckley-bosworth.gov.uk/download/downloads/id/1454/appraisal_-_congerstone.pdf",area-appraisal,"Extra documents are available. ",local-authority:HIN,,,,44004650
D_168_HIN_CA7_2,168_HIN_CA7,"Congerstone","https://www.hinckley-bosworth.gov.uk/info/511/conservation_areas/330/congerstone_conservation_area/2",https://www.hinckley-bosworth.gov.uk/download/downloads/id/1455/appraisal_map_-_congerstone.pdf,area-map,"Extra documents are available. ",local-authority:HIN,,,,44004650
